incident_id,year,stage,reason
1161,2025,recall-screen,out-of-scope-type
1168,2025,recall-screen,out-of-scope-type
1171,2025,recall-screen,out-of-scope-type
1181,2025,recall-screen,out-of-scope-type
1189,2025,recall-screen,out-of-scope-type
1197,2025,recall-screen,out-of-scope-type
1232,2025,recall-screen,out-of-scope-type
1243,2025,recall-screen,out-of-scope-type
1268,2025,recall-screen,out-of-scope-type
1275,2025,recall-screen,out-of-scope-type
1282,2025,recall-screen,out-of-scope-type
1294,2025,recall-screen,out-of-scope-type
1302,2025,recall-screen,out-of-scope-type
1303,2025,recall-screen,out-of-scope-type
1318,2025,recall-screen,out-of-scope-type
1324,2024,recall-screen,out-of-scope-type
1332,2026,recall-screen,out-of-scope-type
1343,2026,recall-screen,out-of-scope-type
1347,2026,recall-screen,out-of-scope-type
1358,2026,recall-screen,out-of-scope-type
1367,2026,recall-screen,out-of-scope-type
1369,2026,recall-screen,out-of-scope-type
1376,2026,recall-screen,out-of-scope-type
1377,2026,recall-screen,out-of-scope-type
1379,2024,recall-screen,out-of-scope-type
1386,2026,recall-screen,out-of-scope-type
1390,2026,recall-screen,out-of-scope-type
1412,2026,recall-screen,out-of-scope-type
1423,2026,recall-screen,out-of-scope-type
1427,2025,recall-screen,out-of-scope-type
1438,2025,recall-screen,out-of-scope-type
1440,2026,recall-screen,out-of-scope-type
1465,2025,recall-screen,out-of-scope-type
1468,2026,recall-screen,out-of-scope-type
1497,2026,recall-screen,out-of-scope-type
1536,2026,recall-screen,out-of-scope-type
1546,2023,recall-screen,out-of-scope-type
1550,2026,recall-screen,out-of-scope-type
1561,2025,recall-screen,out-of-scope-type
1567,2026,recall-screen,out-of-scope-type
1568,2026,recall-screen,out-of-scope-type
452,2023,coding,out-of-scope-type
482,2023,coding,out-of-scope-type
490,2023,coding,out-of-scope-type
498,2023,coding,out-of-scope-type
513,2023,coding,out-of-scope-type
514,2023,coding,out-of-scope-type
516,2023,coding,out-of-scope-type
559,2023,coding,out-of-scope-type
570,2023,coding,out-of-scope-type
585,2023,coding,out-of-scope-type
590,2023,coding,out-of-scope-type
593,2023,coding,out-of-scope-type
621,2023,coding,out-of-scope-type
625,2024,coding,out-of-scope-type
636,2024,coding,out-of-scope-type
654,2024,coding,out-of-scope-type
657,2024,coding,out-of-scope-type
662,2024,coding,out-of-scope-type
680,2024,coding,out-of-scope-type
688,2024,coding,out-of-scope-type
701,2024,coding,out-of-scope-type
704,2024,coding,out-of-scope-type
705,2024,coding,out-of-scope-type
719,2024,coding,out-of-scope-type
729,2024,coding,out-of-scope-type
732,2024,coding,out-of-scope-type
734,2024,coding,out-of-scope-type
736,2023,coding,out-of-scope-type
742,2024,coding,out-of-scope-type
743,2024,coding,out-of-scope-type
757,2024,coding,out-of-scope-type
762,2024,coding,out-of-scope-type
763,2024,coding,out-of-scope-type
768,2023,coding,out-of-scope-type
790,2024,coding,out-of-scope-type
793,2024,coding,out-of-scope-type
811,2024,coding,out-of-scope-type
814,2024,coding,out-of-scope-type
820,2024,coding,out-of-scope-type
827,2024,coding,out-of-scope-type
830,2024,coding,out-of-scope-type
857,2024,coding,out-of-scope-type
861,2024,coding,out-of-scope-type
866,2024,coding,out-of-scope-type
867,2024,coding,out-of-scope-type
882,2024,coding,out-of-scope-type
892,2024,coding,out-of-scope-type
897,2025,coding,insufficient-detail
898,2024,coding,out-of-scope-type
906,2024,coding,out-of-scope-type
938,2025,coding,out-of-scope-type
948,2025,coding,out-of-scope-type
952,2025,coding,out-of-scope-type
954,2025,coding,out-of-scope-type
956,2025,coding,out-of-scope-type
963,2025,coding,out-of-scope-type
964,2025,coding,out-of-scope-type
967,2025,coding,out-of-scope-type
976,2025,coding,out-of-scope-type
977,2025,coding,out-of-scope-type
981,2025,coding,out-of-scope-type
993,2025,coding,out-of-scope-type
995,2023,coding,out-of-scope-type
999,2025,coding,out-of-scope-type
1001,2025,coding,out-of-scope-type
1015,2025,coding,out-of-scope-type
1016,2025,coding,out-of-scope-type
1020,2025,coding,out-of-scope-type
1037,2025,coding,out-of-scope-type
1038,2025,coding,out-of-scope-type
1044,2025,coding,out-of-scope-type
1049,2025,coding,out-of-scope-type
1054,2025,coding,out-of-scope-type
1068,2025,coding,out-of-scope-type
1070,2025,coding,out-of-scope-type
1071,2025,coding,out-of-scope-type
1101,2025,coding,out-of-scope-type
1123,2025,coding,out-of-scope-type
1144,2024,coding,out-of-scope-type
1160,2025,coding,insufficient-detail
1164,2024,coding,out-of-scope-type
1165,2025,coding,out-of-scope-type
1167,2023,coding,out-of-scope-type
1172,2024,coding,out-of-scope-type
1176,2025,coding,out-of-scope-type
1177,2025,coding,out-of-scope-type
1179,2025,coding,out-of-scope-type
1186,2025,coding,out-of-scope-type
1188,2025,coding,out-of-scope-type
1202,2025,coding,out-of-scope-type
1213,2025,coding,out-of-scope-type
1215,2025,coding,out-of-scope-type
1219,2025,coding,out-of-scope-type
1220,2025,coding,out-of-scope-type
1228,2025,coding,out-of-scope-type
1230,2024,coding,out-of-scope-type
1250,2025,coding,out-of-scope-type
1253,2025,coding,insufficient-detail
1267,2025,coding,out-of-scope-type
1270,2025,coding,out-of-scope-type
1278,2025,coding,out-of-scope-type
1284,2025,coding,out-of-scope-type
1298,2025,coding,out-of-scope-type
1309,2025,coding,out-of-scope-type
1312,2025,coding,out-of-scope-type
1333,2026,coding,out-of-scope-type
1340,2025,coding,out-of-scope-type
1356,2025,coding,out-of-scope-type
1360,2025,coding,out-of-scope-type
1364,2026,coding,out-of-scope-type
1365,2024,coding,out-of-scope-type
1368,2026,coding,out-of-scope-type
1374,2026,coding,out-of-scope-type
1375,2026,coding,out-of-scope-type
1389,2026,coding,out-of-scope-type
1395,2026,coding,out-of-scope-type
1403,2026,coding,out-of-scope-type
1407,2026,coding,out-of-scope-type
1414,2026,coding,out-of-scope-type
1418,2026,coding,out-of-scope-type
1443,2026,coding,insufficient-detail
1444,2026,coding,out-of-scope-type
1446,2026,coding,out-of-scope-type
1447,2026,coding,insufficient-detail
1479,2025,coding,out-of-scope-type
1484,2026,coding,out-of-scope-type
1488,2026,coding,out-of-scope-type
1489,2025,coding,out-of-scope-type
1490,2025,coding,out-of-scope-type
1492,2026,coding,out-of-scope-type
1507,2026,coding,out-of-scope-type
1511,2026,coding,out-of-scope-type
1512,2026,coding,out-of-scope-type
1528,2023,coding,out-of-scope-type
1534,2026,coding,out-of-scope-type
1554,2023,coding,out-of-scope-type
1562,2026,coding,out-of-scope-type
1563,2025,coding,insufficient-detail
